Name,Amount
COMPETITION MANAGEMENT LTD.,"71,465 "
COMPLETE SAFETY SERVICES INC.,"90,327 "
COMPUGEN INC.,"195,003 "
COMPUSPACE CONSULTING INC.,"74,145 "
COMPUTER SCIENCES CORPORATION,"26,291 "
COMPUTRONIX (CANADA) LTD.,"2,125,123 "
CONAIR GROUP INC.,"19,160,726 "
CONCEPT CONTROLS INC,"109,255 "
CONCERT REAL ESTATE CORPORATION,"456,975 "
CONCORD EXCAVATING & CONTRACTING LTD.,"47,244 "
CONCORD SECURITY CORPORATION,"177,744 "
CONCRETE JUNGLE FORESTRY LTD.,"135,063 "
CONEXUS CONSULTING SERVICES,"30,051 "
CONIFEX MACKENZIE FOREST PRODUCTS INC.,"699,106 "
CONNECTIONS CALL CENTRE LTD.,"37,793 "
"CONNELL, IAN D, DR","136,500 "
CONSEIL SCOLAIRE FRANCOPHONE DE LA COLOMBIE–BRITANNIQUE,"930,043 "
CONSERVATION OFFICER SERVICE IMPREST ACCOUNT,"50,537 "
CONSIDINE & CO,"177,573 "
CONSORTIUM FOR CHILDREN,"51,260 "
"CONSTANCE, PETER D A, DR","84,632 "
CONSUS MANAGEMENT LTD.,"844,454 "
CONTEXT RESEARCH LTD.,"31,500 "
CONTINENTAL POWER SERVICES (1987) LTD.,"63,685 "
CONTROL GAP INC.,"257,336 "
"CONZELMANN, FRANZ","30,587 "
COOK & SONS CONTRACTING,"61,079 "
COOK (CANADA) INC.,"46,399 "
COOK ROBERTS LLP,"100,124 "
"COOK, ALLEN E","50,875 "
"COOK, DENISE","41,550 "
COPCAN CIVIL LTD.,"1,136,723 "
COPPER CANYON CONSULTING LTD.,"215,732 "
COQUITLAM RIDGE CONSTRUCTORS LTD.,"373,617 "
COQUITLAM SEARCH AND RESCUE SOCIETY,"51,022 "
CORAL BEACH FARMS LTD.,"43,180 "
"CORCORAN, RENE M","84,480 "
CORDILLERA TECHNICAL SERVICES,"25,582 "
CORE6 ENVIRONMENTAL LTD.,"517,455 "
"CORINN M BELL, BARRISTER AND SOLICITOR","184,782 "
CORIX UTILITIES INC.,"63,697 "
CORNERSTONE GROUP OF COMPANIES LTD,"41,921 "
CORNERSTONE PLANNING GROUP PARTNERSHIP,"27,457 "
CORONERS HEARINGS JURORS & WITNESSES PAY,"32,887 "
CORONET VENTURES LTD.,"733,961 "
CORPORATION OF DELTA,"301,274 "
CORPORATION OF THE DISTRICT OF OAK BAY,"178,429 "
CORPORATION OF THE TOWNSHIP OF LANGLEY,"444,557 "
CORRECT SOLUTIONS INC.,"71,384 "
CORRIE APPRAISALS (COMMERCIAL) LTD.,"36,078 "
CORSAIR FIELD SERVICES LTD.,"906,734 "
"CORTESE, JOE M","57,262 "
CORTEX CONSULTANTS INC.,"84,431 "
"CORTINI, FRANCESCO GIOVANNI PAOLO, DR","92,790 "
CORVID CONSULTING,"72,167 "
"COTE, DENNIS","83,726 "
COTTER'S BIN & DEMOLITION SERVICE LTD.,"44,490 "
COULSON AIRCRANE LTD.,"2,611,681 "
COUNCIL OF MINISTERS EDUCATION CANADA,"778,295 "
COURT HOUSE HOLDINGS LTD.,"561,828 "
COURTENAY FIRE PROTECTION DISTRICT,"402,443 "
COURTHOUSE TECHNOLOGIES LTD.,"31,118 "
COVIDIEN CANADA ULC,"878,419 "
"COWAN, CHRIS F","29,595 "
COWICHAN BAY IMPROVEMENT DISTRICT,"765,000 "
COWICHAN SEARCH AND RESCUE SOCIETY,"32,250 "
COWICHAN VALLEY REGIONAL DISTRICT,"23,901,938 "
"COWLAND, URSULA","76,865 "
"COZENS, RUSSEL DAVID","43,108 "
CPL COMPUTER PEOPLE LTD.,"278,103 "
CRA CANADA SURVEYS INC.,"51,790 "
CRANBERRY FIRE PROTECTION DISTRICT,"183,969 "
CRANE ENTERPRISES LTD.,"53,735 "
CRANKER HOLDINGS INC.,"159,586 "
CREEK BANK FARMS LTD.,"93,893 "
CREM HOLDINGS LTD.,"192,782 "
CRESCENT BAY CONSTRUCTION LTD.,"477,028 "
CRESCENT MOVING AND STORAGE LTD.,"64,172 "
CRESTON VALLEY REGIONAL AIRPORT SOCIETY,"185,835 "
CRIDLAND LOGGING LTD.,"125,400 "
"CROOKS, MELINDA","30,145 "
CROSSBOW HOLDINGS LTD.,"53,088 "
"CROSSLAND, ROBERT, DR","28,694 "
CROSSONVOYER LLP,"31,971 "
CROSSTALK INVESTMENTS LTD.,"25,335 "
CROWN CONTRACTING LIMITED,"1,992,660 "
CRT CONSTRUCTION INC. & EBC INC.,"704,835 "
CS CREATIVE INC.,"44,408 "
CSA GROUP,"45,570 "
CSDC SYSTEMS INC.,"60,417 "
CTMS ENGINEERING INC.,"52,177 "
CULTUS LAKE PARK BOARD,"26,009 "
CUNNINGHAM PROPERTIES INC.,"230,622 "
"CUNNINGHAM, JAMES GARTH","88,079 "
CUSTOM AIR CONDITIONING LTD.,"44,312 "
CUSTOM DOZING LTD.,"101,129 "
CUSTOM TRUCK PARTS,"325,287 "
CUTTING EDGE FORESTRY,"35,895 "
"CVENT, INC.","30,081 "
CWMM CONSULTING ENGINEERS LTD.,"294,207 "
CWPC PROPERTY CONSULTANTS LTD.,"209,817 "
CYCLE NORTH ENTERPRISES LIMITED,"100,636 "
CYPRESS BOWL RECREATIONS LTD,"721,325 "
CYPRESS FOREST CONSULTANTS LTD.,"444,753 "
D & B FLAGGING AND TRAFFIC CONTROL LTD.,"40,175 "
D & D BOON CONSTRUCTION SERVICES LTD.,"82,746 "
D. A. ABERDEEN & ASSOCIATES LTD.,"116,727 "
D. CUNNINGHAM CONTRACTING LTD.,"51,663 "
D. D. COCHRANE M.D. INC.,"204,666 "
D. FROCKLAGE CONTRACTING LTD.,"32,805 "
D. LITCHFIELD & CO. LTD.,"79,902 "
D.R. SYSTEMS INC.,"127,150 "
DAIGLE WELDING & MARINE LTD.,"228,797 "
DALDAS FARMS LTD.,"78,309 "
DALE MILLER LOGGING LTD.,"41,320 "
DALL'ANTONIA HOLDINGS CO. LTD.,"56,616 "
DAM HELICOPTERS INC.,"1,391,864 "
DAN MARCOTTE LAW CORPORATION,"25,096 "
DAN MARCOTTE LAW CORPORATION IN TRUST,"467,366 "
DANADA ENTERPRISES LTD.,"53,125 "
DANIEL SCHRANZ CONTRACTING LTD.,"70,920 "
DANIELS ELECTRONICS LTD.,"119,211 "
DARK STAR FORESTRY LTD.,"301,114 "
DARYL WATTS CONTRACTING LTD.,"45,228 "
DASILVA DEVELOPMENTS LTD.,"462,081 "
"DAUST, DAVE","26,565 "
"DAVEY TREE EXPERT CO. OF CANADA, LIMITED","117,915 "
DAVID BUTCHER LAW CORPORATION,"84,743 "
DAVID H. DOIG & ASSOCIATES IN TRUST,"231,139 "
DAVID H. FLAHERTY INC.,"45,439 "
DAVID NAIRNE & ASSOCIATES LTD.,"49,552 "
DAVIES TRANSPORTATION CONSULTING INC.,"95,555 "
"DAVIES, VICTOR A & SMITH, BARRY A & INNESS, BRIAN R","78,649 "
"DAVIS, RONALD LESLIE","62,803 "
DAWSON CONSTRUCTION LIMITED,"16,729,152 "
DAWSON CREEK MOVING & STORAGE LTD.,"88,442 "
DBRS LIMITED,"56,877 "
DDD CABLE FRIENDS INC.,"63,722 "
DEAN AZIM PHOTOWORKS,"25,997 "
DEAN WILSON TRUCKING,"38,325 "
DEASE LAKE CONCRETE & FORMING,"26,577 "
DEATH BENEFIT PAYMENTS,"212,500 "
DEBRI RESOURCES LTD.,"654,332 "
DECISION POINT ADVISORS INC.,"122,349 "
DEDILUKE LAND SURVEYING INC.,"76,473 "
DEER BAY CONTRACTING,"54,078 "
DEETKEN ENTERPRISES INC.,"1,155,578 "
DEGREES CATERING,"62,143 "
DEKAN ENTERPRISES LTD.,"138,117 "
DEKLLA DEVELOPMENTS LTD.,"54,847 "
DEL PENNER CONTRACTING LTD.,"30,552 "
"DEL ROSSI, PAUL","159,368 "
"DEL VAL, HELEN RAY","57,075 "
DELANEY & ASSOCIATES,"64,946 "
DELCA ENTERPRISES LTD.,"45,045 "
DELL CANADA INC.,"633,590 "
DELL SOFTWARE CANADA INC.,"75,684 "
DELL TRANSPORT LTD.,"32,224 "
DELOITTE & TOUCHE LLP,"167,194 "
DELOITTE INC.,"19,067,248 "
DELOITTE LLP,"319,610 "
DELOITTE RESTRUCTURING INC.,"6,120,780 "
DELTA AGGREGATES LTD.,"245,512 "
DELTA GRAND OKANAGAN RESORT,"40,271 "
DELTA VICTORIA OCEAN POINT RESORT AND SPA,"105,882 "
"DEMCHUCK, KEVIN","36,636 "
"DEMELO, ANTONIO","142,359 "
"DEMELO, LUIS","43,133 "
"DEMELO, LUIS & DEMELO, ALCIDA","247,044 "
DEMIDOFF EQUIPMENT LTD.,"35,235 "
"DEMIDOFF, JOHN","25,300 "
DENIS FRANCOEUR BACKHOEING LTD.,"619,074 "
DENTONS CANADA LLP,"169,669 "
DERAPA INVESTMENTS INC.,"143,412 "
DEREK'S CUSTOM MACHINE LTD.,"25,267 "
"DESERT STAR SYSTEMS, LLC","36,734 "
DESIGN BY NATURE PARK SERVICES,"29,900 "
DESIGN GROUP STAFFING INC.,"26,890 "
DESIGN PROPERTIES LTD.,"290,796 "
DEVCO CONSTRUCTION LTD.,"78,640 "
DEVCO INDUSTRIES LTD,"49,786 "
DEVERELL CONTRACTING LTD.,"2,202,444 "
DEVICK'S RANCH LTD.,"26,785 "
DEVON PROPERTIES LTD.,"1,422,057 "
DEVON TRANSPORT LTD.,"75,183 "
DEWAN ENTERPRISES LTD.,"159,859 "
DGBK ARCHITECTS,"100,566 "
"DHALIWAL, AMARJIT KAUR","37,055 "
"DHALIWAL, BALWINDER SINGH","84,711 "
"DHALIWAL, GIAN K","52,874 "
"DHALIWAL, GURJANT SINGH","26,967 "
"DHALIWAL, RANDHIR K","73,546 "
"DHILLON, RAJVEER SINGH","52,280 "
DIAGNOSTIX LTD,"69,395 "
DIAMOND DELIVERY,"137,966 "
DIAMOND HEAD CONSULTING LTD.,"101,564 "
DIAMOND IMPROVEMENT DISTRICT,"34,000 "
"DICKSON, ROSS","27,360 "
DIETITIANS OF CANADA,"114,004 "
DIGITAL DIRECT PRINTING LTD.,"153,042 "
DIGITAL ID AND AUTHENTICATION COUNCIL OF CANADA,"48,000 "
DILWORTH SHOPPING CENTRE LTD.,"84,672 "
DISCOVERY HELICOPTERS LTD.,"141,683 "
DISCOVERY SOUND LIMITED PARTNERSHIP,"138,864 "
DISTRICT OF 100 MILE HOUSE,"39,409 "
DISTRICT OF CENTRAL SAANICH,"95,620 "
DISTRICT OF CHETWYND,"86,693 "
DISTRICT OF FORT ST. JAMES,"39,175 "
DISTRICT OF HOUSTON,"77,895 "
DISTRICT OF INVERMERE,"212,124 "
DISTRICT OF KENT,"93,493 "
DISTRICT OF KITIMAT,"65,393 "
DISTRICT OF LILLOOET,"100,935 "
DISTRICT OF MACKENZIE,"70,672 "
DISTRICT OF NORTH VANCOUVER,"261,465 "
DISTRICT OF PORT HARDY,"75,097 "
DISTRICT OF SAANICH,"702,317 "
DISTRICT OF SECHELT,"1,216,536 "
DISTRICT OF SOOKE,"37,619 "
DISTRICT OF SQUAMISH,"401,593 "
DISTRICT OF STEWART,"52,356 "
DISTRICT OF TOFINO,"948,116 "
DISTRICT OF TUMBLER RIDGE,"26,177 "
DISTRICT OF UCLUELET,"290,997 "
DISTRICT OF VANDERHOOF,"104,838 "
DIVERSIFIED ENVIRONMENTAL SERVICES,"78,225 "
DIVES HARPER & STANGER,"1,362,987 "
DJ FEDUSIAK ENTERPRISES LTD.,"190,031 "
DJ SEGUIN (2014) INC.,"144,192 "
DJAVAD MOWAFAGHIAN FOUNDATION,"137,232 "
DJM CONTRACTING LTD.,"159,703 "
DLA PIPER (CANADA) LLP,"83,012 "
DMD & ASSOCIATES ELECTRICAL CONSULTANTS LTD.,"69,846 "
DMG EVENTS (UK) LTD.,"30,648 "
"DOCKENDORF, MAUREEN","108,549 "
"DOLBERG, ANDREAS","45,493 "
"DOLL, ARLENE M","61,751 "
DOMCOR HEALTH SAFETY & SECURITY INCORPORATED,"149,194 "
DOMCOR TRAFFIC CONTROL INTERNATIONAL INC.,"59,610 "
DOMINION BLUEPRINT & REPROGRAPHICS LTD.,"87,830 "
DON AVISON AND ASSOCIATES,"45,774 "
DON FOLK CHEVROLET INC.,"50,093 "
DON NYGAARD & SON LTD.,"73,577 "
"DON, WILLIAM & EDWARDS, NANCY RAINE","136,085 "
DONIA FARMS LTD.,"66,943 "
DONMAR LOGGING LTD.,"52,021 "
DORELL HOLDINGS LTD.,"65,613 "
DOSENBERGER EXCAVATING LTD.,"382,549 "
DOUBLE A PAINTING LTD.,"28,277 "
DOUBLETEX,"131,085 "
DOUG BATEMAN LOGGING LTD.,"64,457 "
DOUG BROPHY CONTRACTING LTD.,"1,614,415 "
DOUGLAS LAKE CATTLE COMPANY,"25,425 "
DOWLING C. MONETTE LOGGING LTD.,"84,405 "
DOWNS PROJECT MANAGEMENT LTD.,"46,482 "
"DOYLE, CATHERINE LEIGH & DOYLE, FRANIS IGNATIUS","33,994 "
"DOYLE, FRANCIS IGNATIUS","32,318 "
DR. C.J. COADY ASSOCIATES,"344,482 "
DR. DIANE A. ROTHON MEDICAL SERVICES INC.,"373,434 "
DR. JASON S.G. DOYLE INC.,"43,332 "
DR. KAMRAN HEYDARZADEH–AZAR INC.,"44,758 "
"DR. NADER SHARIFI, INC.","28,118 "
DR. P.H. MARK INC.,"30,184 "
DR. ROBERT C. SAUNDERS INC.,"32,786 "
DR. S. LOHRASBE INC.,"25,064 "
DR. STANLEY SEMRAU INC.,"44,424 "
DR. TUNDE ADEGBOLA INC.,"31,250 "
DR. U.F. BESTER INC.,"36,760 "
DRAKE FORESTRY SERVICES LTD.,"484,582 "
DRB FORESTRY SERVICES LTD.,"76,275 "
DREAM WIZARDS EVENTS LTD.,"51,135 "
"DRESCHER, PETER","42,363 "
DRINKWATER ENVIRONMENTAL SERVICES LTD.,"51,621 "
DROLET ELDRED BARRISTERS,"34,758 "
DROSERA ECOLOGICAL CONSULTING,"30,546 "
"DROWN, EMILY","98,305 "
DS TACTICAL SUPPLY LTD.,"420,061 "
DSCT ENTERPRISES INC.,"277,023 "
DST CONSULTING ENGINEERS INC.,"38,789 "
DUGGAN IT SOLUTIONS LTD.,"229,465 "
"DUKELOW, DAPHNE ANN","53,274 "
"DULISSE, JAKOB","49,350 "
"DUMAS, ANN","34,763 "
DUNCAN LOGGING CONTRACTORS LTD.,"30,615 "
"DUNCAN, WILLIAM J","27,825 "
DUNWELL INNOVATIONS INC.,"371,338 "
DURALINE MEDICAL PRODUCTS,"57,540 "
DUST–AWAY ROAD SPRAYING LTD.,"90,077 "
DUTCHIE'S TRANSFER (2005) LTD.,"72,035 "
DUTHIE'S FIRST CHOICE AUTO PROPANE,"71,313 "
DUZ CHO LOGGING LTD.,"38,850 "
DWAYNE PUKAS EXCAVATING LTD.,"56,041 "
DWB CONSULTING SERVICES LTD.,"1,653,706 "
"DYCK, BRYAN & TAYLOR, DANNY","88,338 "
"DYCK, KEN & DYCK, SYLVIA","42,852 "
DYE & DURHAM COMPANY INC.,"65,247 "
"DYKEMAN, CLINT W","98,262 "
DYNAMEX CANADA LIMITED,"191,692 "
DYNAMIC AVALANCHE CONSULTING LTD.,"43,526 "
DYNAMIC REFORESTATION LTD.,"2,268,537 "
DYNAMIC SOLUTIONS INC.,"37,878 "
DYNASTY PLUS LIMITED,"732,257 "
E & B HELICOPTERS LTD.,"1,421,716 "
E. & H. FARMS LTD.,"71,241 "
E. B. HORSMAN & SON,"40,469 "
E. SCHUK CONTRACTING LTD.,"56,005 "
E. WOLSKI CONSULTING INC.,"89,226 "
E.S. CROPCONSULT LIMITED,"34,756 "
"EADE, GEORGE EDWIN","52,185 "
EAGLE MAPPING SERVICES LTD.,"194,953 "
EAGLE PROFESSIONAL RESOURCES INC.,"55,781 "
EAGLE VALLEY HOLDINGS LTD.,"249,186 "
EAGLE WEST TRUCK & CRANE INC.,"114,801 "
"EAKINS, DOUGLAS J G","98,232 "
"EAMAN, STAN, DR","29,992 "
EAST KOOTENAY INVASIVE PLANT COUNCIL,"240,700 "
EAST SAANICH HOLDINGS LTD.,"104,174 "
EAST WEST TRANSPORTATION (2000) CORP.,"1,527,456 "
EASTERN VALLEY PORTABLE WASHROOMS & SEPTIC TANKS INC.,"63,239 "
EASTLINK,"174,172 "
EBB ENVIRONMENTAL CONSULTING INC.,"74,646 "
EBSCO CANADA LTD.,"565,506 "
EBY & SONS CONSTRUCTION LTD.,"53,534 "
E–CARD ID PRODUCTS LTD,"26,813 "
ECKLER LTD.,"41,120 "
ECLIPSE HELICOPTERS LTD.,"1,193,620 "
ECOFISH RESEARCH LTD.,"95,132 "
ECOFOR CONSULTING B.C. LTD.,"1,589,017 "
ECOLAB LTD,"45,542 "
ECOLOGIC CONSULTING,"31,273 "
ECO–LOGIC LTD.,"39,323 "
ECOLOGIC RESEARCH,"32,538 "
ECOMETRIX INCORPORATED,"31,500 "
E–COMM EMERGENCY COMMUNICATIONS FOR BRITISH COLUMBIA INC.,"4,378,843 "
ECON CONSULTING,"309,225 "
ECONICS ENTERPRISES INC.,"50,400 "
ECONOLITE CANADA INC.,"40,021 "
ECORA ENGINEERING & RESOURCE GROUP LTD.,"247,356 "
ECORA RESOURCE GROUP LTD.,"171,297 "
ECORESSOURCES CONSULTANTS INC.,"39,480 "
ECOSCAPE ENVIRONMENTAL CONSULTANTS LTD.,"41,004 "
ECO–WEB ECOLOGICAL CONSULTING LTD.,"108,785 "
EDGE COMMUNICATIONS INC.,"36,828 "
EDI ENVIRONMENTAL DYNAMICS INC.,"241,649 "
EDIFICE CONSTRUCTION INC.,"65,347 "
EDLEY IMAGINEERING INC.,"55,706 "
ED'S BUILDING SUPPLIES LTD.,"63,425 "
EDWARD E. BOWES PERSONAL LAW CORPORATION,"62,386 "
EDWARDS CREEK CONTRACTING LTD.,"82,215 "
EDWARDS GEOSPATIAL CONSULTING,"54,641 "
"EDWARDS, BRENDA L","117,777 "
EECOL ELECTRIC CORP.,"47,540 "
"EFFA, REG W","30,450 "
EFS E–FORENSIC SERVICES INC.,"36,081 "
"EGAN, LYNNE L","137,820 "
EK PARKS LIMITED,"63,635 "
"EL DORADO CENTRE LTD & PERSON SMITH, C O & PERSON MOFFETT, O E & PERSON SMITH, G","212,696 "
ELAN DATA MAKERS,"337,016 "
ELBOW RIVER HELICOPTERS LTD.,"1,064,739 "
ELCO SYSTEMS (VANCOUVER),"37,125 "
ELDORADO DEVELOPMENT CORP. LTD.,"195,329 "
ELEMENT VANCOUVER METROTOWN,"27,207 "
ELEVATE CONSULTING INC.,"1,393,435 "
ELEVATOR STRATEGY ADVERTISING AND DESIGN INC.,"1,246,429 "
"ELGIN, CANNON & ASSOCIATES, LAWYERS","32,712 "
ELLCAR VENTURES LTD.,"81,496 "
"ELLIOT, ANDREW JAMES MATHER","78,666 "
"ELSAESSER, CHRISTINE J","99,124 "
EMBER RESEARCH SERVICES LTD.,"104,439 "
EMC CORPORATION OF CANADA,"296,356 "
EMCO CORPORATION,"35,838 "
EMCON SERVICES INC.,"87,016,921 "
EMERY AND RAE LAND SURVEYING LTD.,"26,213 "
EMIL ANDERSON CONSTRUCTION (EAC) INC.,"20,268,224 "
EMIL ANDERSON CONSTRUCTION CO. LTD.,"179,349 "
EMIL ANDERSON MAINTENANCE CO. LTD.,"31,348,142 "
"EMMERICK, VINCE RAMON","25,221 "
EMPIRICA INFRASTRUCTURE INC.,"72,283 "
EMRN 2008,"48,718 "
ENCHAINEMENT PRODUCTIONS INCORPORATED,"25,059 "
ENCOMPASS MANAGEMENT INC.,"201,848 "
"ENDICOTT, RAYMOND ORVILLE & ENDICOTT, MAUREEN MAY","72,751 "
ENFOR CONSULTANTS LTD.,"78,388 "
"ENGLISH, JOHN THOMAS","120,703 "
ENH ELECTRIC,"32,529 "
ENSIGN BROS. ENTERPRISES LTD.,"93,087 "
ENTEL COMMUNICATIONS INC.,"75,902 "
ENTERPRISE PAPER CO. LTD.,"370,783 "
ENTERPRISE RENT–A–CAR,"137,163 "
ENTERPRISE RENT–A–CAR CANADA COMPANY,"3,259,131 "
ENTOPATH MANAGEMENT LTD.,"96,497 "
"ENTREPRISES FORLINI–DIVISION EQUIPEMENT DE SECURITE UNIVERSAL, INC.,","55,165 "
ENTRUST LIMITED,"400,795 "
ENVIRO VALUE–ADDING TECHNOLOGIES INC.,"39,999 "
"ENVIROCON ENVIRONMENTAL SERVICES, ULC","57,365 "
ENVISION BUSINESS SOLUTIONS,"53,388 "
EPCOR BRITANNIA WATER INC.,"174,810 "
"EPP CATES OIEN, BARRISTERS & SOLICITORS IN TRUST","300,000 "
"EPP, DONALD","30,200 "
EQUIFAX CANADA CO.,"221,102 "
EQUITY VALUATION AND CONSULTING SERVICES LTD.,"107,541 "
ERAFOR FORESTRY LTD.,"764,087 "
"ERIC ETELAMAKI HOLDINGS, LTD.","44,932 "
ERLANDSON CONSULTING INC.,"98,706 "
ERM CONSULTANTS CANADA LTD.,"83,085 "
ERNST & YOUNG LLP,"1,481,942 "
ERNST & YOUNG ORENDA CORPORATE FINANCE INC.,"25,935 "
ESC AUTOMATION INC.,"25,426 "
ESDILAGH FIRST NATION,"39,226 "
ESDILAGH FIRST NATIONS,"40,493 "
ESP CONSULTING LTD.,"35,153 "
"ESPE, LARRY","65,714 "
ESRI CANADA LIMITED,"302,859 "
ESSA TECHNOLOGIES LTD.,"492,784 "
ESSENTIAL RESOURCES,"26,989 "
EUREKA CREEK BULLDOZING LIMITED,"85,208 "
EUROMONITOR INTERNATIONAL,"63,033 "
EUROVIA BRITISH COLUMBIA INC.,"509,186 "
EUROWEST INVESTMENT CORPORATION,"34,564 "
"EVANS, DENNIS J","31,366 "
EVANSDALE FARMS LTD.,"85,791 "
EVELYN MOUNTAIN CONTRACTING LTD.,"234,697 "
EVERGREEN COUNCIL ON PROBLEM GAMBLING,"36,862 "
EVERGREEN FOREST SERVICES LTD.,"1,541,456 "
EVERGREEN RAPID TRANSIT HOLDINGS INC.,"166,968,770 "
EVM PROJECT SERVICES LTD.,"107,399 "
EVOLVE PLANNING & DESIGN INC.,"34,942 "
EXCEL ADJUSTCO INC.,"190,534 "
EXECUTIVE AIRPORT PLAZA,"57,421 "
EXECUTIVE CONVENTION MANAGEMENT INC.,"233,444 "
EXECUTIVE FLIGHT CENTRE FUEL SERVICES LTD.,"2,375,020 "
EXECUTIVE PLAZA HOTEL,"80,666 "
EXHIBITIONS & TRADE FAIRS PTY LTD. – LNG 18 EXHIBITION,"29,754 "
EXHIBITREE DISPLAY SERVICES INC.,"111,147 "
EXP SERVICES INC.,"135,925 "
EXPERT AGRICULTURE TEAM LTD.,"61,010 "
EXPRESS CUSTOM TRAILERS MFG. INC.,"2,946,953 "
EXTON AND DODGE LAND SURVEYING INC.,"104,559 "
EXTREME EXCAVATING LTD.,"25,725 "
EXXONMOBIL AVIATION,"1,182,127 "
F.A.S.T. FIRST AID & SURVIVAL TECHNOLOGIES LIMITED,"369,006 "
F.H. FORESTRY LTD.,"76,847 "
FACTORS WESTERN INC.,"88,002 "
FAIRBANK ARCHITECTS LTD.,"40,097 "
FALABA MARINE,"35,234 "
FALCONRIDGE MARKETING CORP.,"381,538 "
FALL LINE FORESTRY LIMITED,"1,321,495 "
FAMILY CAREGIVERS NETWORK SOCIETY,"77,098 "
FAN TAN ENTERTAINMENT INC.,"75,157 "
FANNY BAY SALMONID ENHANCEMENT SOCIETY,"514,675 "
FANTAN GROUP,"68,775 "
FAR NORTH CONTRACTING LTD.,"532,091 "
FAR WEST HELICOPTERS LTD.,"368,564 "
FARRIS VAUGHAN WILLS & MURPHY IN TRUST,"636,499 "
"FARRIS, VAUGHAN, WILLS & MURPHY LLP","554,607 "
"FARRIS, VAUGHAN, WILLS & MURPHY LLP IN TRUST","35,651 "
FASKEN MARTINEAU DUMOULIN LLP,"40,931 "
FAST CANADIAN ENTERPRISES LTD.,"6,006,693 "
FBM CONSULTING INC.,"102,527 "
FCA CANADA INC.,"1,406,729 "
FCV TECHNOLOGIES LTD.,"1,748,318 "
FDI FOREST DIMENSIONS INC.,"743,556 "
FDS INVENTORY GROUP INC.,"793,314 "
FEDDERSEN CONTRACTING LTD.,"227,095 "
"FEDORAK, JACQUIE","45,294 "
FEDRAU FARMS LTD.,"230,758 "
FELD CONCRETE FOUNDATIONS LIMITED,"429,831 "
"FELT, BRADLEY ROBERT","32,348 "
"FENTON, SMITH","53,702 "
FERAX CONSULTING CORP.,"64,869 "
FERENCE & COMPANY CONSULTING LTD.,"433,125 "
FERGUSON LAND SURVEYING & GEOMATICS LTD.,"81,586 "
FERNCO DEVELOPMENT LTD. & NORCO DEVELOPMENT LTD. & LENCO DEVELOPMENT LTD.,"1,648,683 "
FERNO CANADA,"1,124,604 "
"FIDDLER, ROBERT BLAIR","62,334 "
FIELDSTONE RESOURCES LTD.,"596,271 "
FIERCE INC.,"171,029 "
"FILLMORE, DIANE","28,971 "
FINDLAY GUNNELL SANDOR,"43,609 "
FINS CONSULTING LTD.,"108,389 "
FIORENTINO BROTHERS CONTRACTING LTD.,"203,370 "
FIRESTORM ENTERPRISES LTD.,"1,161,225 "
FIREWEED FORESTRY SERVICES LTD.,"1,522,956 "
FIREWEED HELICOPTERS LTD,"259,268 "
FIRST AID ON LOCATION,"58,885 "
FIRST CALL FIRE SERVICES LTD.,"456,145 "
"FIRST DATABANK, INC","312,234 "
FIRST NATIONS FORESTRY COUNCIL,"61,488 "
FIRST NATIONS FORESTRY SOCIETY,"90,445 "
FIRST NATIONS HEALTH AUTHORITY,"41,276 "
FIRST NATIONS SUMMIT SOCIETY,"66,666 "
FIRST UWHUNSHUN INVESTMENTS LTD.,"191,801 "
FIRTH GROUP CONSULTING SERVICES INC.,"49,775 "
FISHER SCIENTIFIC LTD,"32,202 "
FIVE STAR AGGREGATE & EXCAVATING LTD.,"73,850 "
FJM CONSULTING LTD.,"75,610 "
FJM OCEAN CENTRE ULC,"351,009 "
"FLAGEOLE, RICHARD","44,132 "
FLEETWOOD BUSINESS PARK LTD.,"105,193 "
"FLEMING, MICHAEL","44,255 "
FLIPIT HOLDINGS LTD.,"73,781 "
"FLOOD, DIANNE PATRICIA","37,595 "
FLOYD DESMOKER TRUCKING,"63,187 "
FLYING FRESH AIR FREIGHT,"48,133 "
"FLYNN, JAMES CARSON","33,075 "
FOCUS CONSULTING LTD.,"25,043 "
FOCUS CORPORATION,"570,131 "
"FODEY, BRIAN","51,974 "
"FOERSTER, VICKI, DR","29,453 "
"FOGARASSY, JOSEF TONY","28,211 "
FOLKLORE CONTRACTING LTD.,"2,583,098 "
FOLKSTONE DESIGN INCORPORATED,"55,341 "
FORBES INDUSTRIAL CONTRACTORS LTD.,"7,256,692 "
"FORD MOTOR COMPANY OF CANADA, LIMITED","5,893,468 "
"FORDE, EDMUND R","36,520 "
FOREST ANALYSIS LTD.,"92,733 "
FOREST ECOSYSTEM SOLUTIONS LTD.,"347,477 "
FOREST FLOOR CONTRACTING LTD.,"1,587,979 "
FOREST POWER SPORTS LTD.,"26,962 "
FOREZE HOLDINGS INC. & CLIPPER HOLDINGS LTD.,"114,400 "
FORRESTER SWITZERLAND GMBH,"89,525 "
FORSITE CONSULTANTS LTD.,"6,017,636 "
"FORSYTHE INTERNATIONAL, INC.","80,782 "
FORT COOK HOLDINGS LTD.,"645,870 "
FORT NELSON EMPLOYMENT SERVICES INC.,"41,727 "
FORT ST. JOHN DEVELOPMENT CO. LTD.,"210,108 "
FORTE CONSULTING LTD.,"448,248 "
FORTEC CONSULTING LTD.,"55,692 "
FORTISBC – ELECTRICITY,"525,569 "
