Name,Amount
BLACK PRESS GROUP LTD.,"43,462 "
BLACK RIVER CONTRACTING LTD.,"339,403 "
BLACK ROCK FREIGHT CONSULTING LTD.,"94,568 "
BLACK TUSK FIRE & SECURITY INC.,"29,398 "
BLACK TUSK HELICOPTER INC.,"3,916,186 "
BLACKBOARD INC.,"210,772 "
BLACKBURN EXCAVATING LTD.,"49,539 "
BLACKCOMB AVIATION LIMITED PARTNERSHIP,"2,550,117 "
BLACKCOMB HELICOPTERS LIMITED PARTNERSHIP,"1,141,208 "
BLACKIE HOLDINGS INC,"105,352 "
BLACKRIDGE SOLUTIONS INC.,"26,373 "
BLACKWATER CONSTRUCTION CO. LTD.,"77,648 "
BLACKWATER QS/T SERVICES LTD.,"70,229 "
BLACKWELL PARK OPERATIONS LTD.,"387,512 "
BLAEDEN CONTRACTING LTD.,"185,746 "
BLAIR PATERSON LAW CORPORATION,"80,959 "
BLAIR SHAPERA CUSTOM CLOTHING LTD.,"186,475 "
BLAIR WILSON CONTRACTING,"51,206 "
"BLANEY, S GREG","90,129 "
"BLANKSTEIN, YVONNE","56,128 "
BLAST ENTERPRISES,"72,947 "
"BLENNER–HASSETT, TREVOR STEVEN","192,150 "
BLISS INFORMATICS,"31,815 "
"BLIX, ANDREW N","36,189 "
"BLIXRUD, RICHARD GARTH","31,375 "
BLOCK 81 HOLDINGS LIMITED,"225,636 "
BLOCKBUSTER DRAIN AND SEWER SERVICE LTD.,"31,965 "
BLOOM LAW,"31,276 "
BLOOMBERG FINANCE L.P.,"92,286 "
BLUE (SOLUTIONS) INC.,"163,023 "
BLUE COLLAR SILVICULTURE LTD.,"1,631,341 "
BLUE FOX FIRST AID AND SERVICES INC.,"40,939 "
BLUE MAX ENVIRONMENTAL DRILLING INC.,"77,095 "
BLUE MAX LIGHTING AND EMERGENCY EQUIPMENT LTD.,"60,000 "
BLUE RIVER IMPROVEMENT DISTRICT,"487,000 "
BLUE SOURCE CANADA ULC,"1,153,836 "
BLUE THUNDER CONTRACTING LTD.,"431,489 "
BLUE VALLEY ENTERPRISES LTD.,"27,052 "
"BLUEBIRD CABS, LTD.","197,660 "
BMC SOFTWARE CANADA INC,"55,886 "
BNY TRUST COMPANY OF CANADA,"187,618 "
"BOARD OF EDUCATION, SCHOOL DISTRICT NO. 67 (OKANAGAN SKAHA)","37,194 "
BOARDEXPERT.COM INC.,"25,043 "
BOARDWALK COMMUNICATIONS LTD.,"580,337 "
BOB MARQUIS CONTRACTING,"393,504 "
BOB REICHERT BACKHOE INC.,"132,586 "
BOB'S CONTRACTING,"68,948 "
"BOCK INDUSTRIES, INC.","25,584 "
BOLSTER CONSULTING LTD.,"249,620 "
BOMBARDIER TRANSPORTATION CANADA INC.,"31,798,945 "
BOMIMED INC.,"27,964 "
BONNIEBROOK INDUSTRIES LTD.,"52,066 "
"BOONSTRA, RICHARD","159,065 "
"BOORNE, STEVEN M","71,282 "
BOOTHROYD CONSTRUCTION INC.,"99,660 "
BORDEN LADNER GERVAIS LLP,"2,361,912 "
BORDEN LADNER GERVAIS LLP IN TRUST,"2,655,650 "
BOREK CONSTRUCTION LTD.,"48,829 "
"BORGAL, LORNE","85,190 "
BORROW ENTERPRISES LTD.,"2,752,993 "
BOSA DEVELOPMENT CORPORATION,"284,335 "
"BOSCHMANN, EWALD","32,725 "
BOUCHARD & KENNEDY RESEARCH CONSULTANTS,"70,913 "
BOUGHTON LAW CORPORATION,"371,894 "
BOUGHTON LAW CORPORATION IN TRUST,"56,000 "
BOULDER MOUNTAIN CONTRACTING LTD.,"281,164 "
BOUNDARY EXCAVATING,"28,787 "
BOUNDARY INVASIVE SPECIES SOCIETY,"32,490 "
BOUNDARY PLAZA INC.,"160,392 "
"BOUNDLESS SPATIAL, INC.","29,320 "
BOURNES ENVIRONMENTAL LTD.,"30,636 "
"BOURQUE, SHERYL, DR","95,373 "
BOURSE DE LUXEMBOURG,"25,674 "
BOWERMAN EXCAVATING LTD.,"230,154 "
BOWERS FUNERAL SERVICE LTD.,"47,665 "
BOWERS MEDICAL SUPPLY CO.,"1,624,211 "
BOWHOUS HOLDINGS LTD.,"104,908 "
BOXKITE INC.,"61,581 "
BOYLE & CO,"29,068 "
BR GEOMATICS LTD.,"238,174 "
"BRABENDER, BRENDAN","26,452 "
BRACKENDALE CUSTOM MILLWORKS,"32,057 "
BRACKENHURST FARM (1978) LTD.,"37,647 "
BRANCH MACMASTER LLP,"31,865 "
"BRAR, KIRANDEEP SINGH","49,953 "
"BRAR, SHAMSHER S","69,792 "
"BRAR, SWARAN S","50,963 "
BRAYSTONE ROCKWORKS LTD.,"25,239 "
"BREDOW, ROBERT HANS HERMANN","114,583 "
BRENTON INDUSTRIES LTD.,"97,679 "
BRENTWOOD ENTERPRISES LIMITED PARTNERSHIP,"359,358 "
BRENTWOOD OFFICE CENTRE LTD.,"159,041 "
BRIDGE RIVER INDIAN BAND,"158,510 "
BRIDGEVIEW MARINE LTD.,"40,283 "
"BRING, MANPRIT","33,261 "
BRINKMAN & ASSOCIATES REFORESTATION LTD.,"1,032,384 "
BRITCO BUILDING INNOVATION,"28,365 "
BRITCO LP,"25,024 "
BRITISH COLUMBIA ACHIEVEMENT FOUNDATION,"30,000 "
BRITISH COLUMBIA ASSEMBLY OF FIRST NATIONS,"66,667 "
BRITISH COLUMBIA ASSESSMENT AUTHORITY,"10,704,409 "
BRITISH COLUMBIA CENTRE FOR DISEASE CONTROL AND PREVENTION SOCIETY BRANCH,"98,200 "
BRITISH COLUMBIA CENTRE OF EXCELLENCE FOR WOMEN'S HEALTH,"34,853 "
BRITISH COLUMBIA COUNCIL OF ADMINISTRATIVE TRIBUNALS,"71,999 "
BRITISH COLUMBIA CRIME PREVENTION ASSOCIATION,"33,500 "
BRITISH COLUMBIA ECONOMIC DEVELOPMENT ASSOCIATION,"113,398 "
BRITISH COLUMBIA FERRY SERVICES INC.,"199,256,995 "
BRITISH COLUMBIA FRUIT GROWERS' ASSOCIATION,"78,100 "
BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,"19,958,402 "
BRITISH COLUMBIA HYDRO AND POWER AUTHORITY – SBC,"13,599,713 "
BRITISH COLUMBIA INSTITUTE OF TECHNOLOGY,"48,082 "
BRITISH COLUMBIA LOTTERY CORPORATION,"31,238 "
BRITISH COLUMBIA LUNG ASSOCIATION,"196,462 "
BRITISH COLUMBIA MEDICAL ASSOCIATION (CANADIAN MEDICAL ASSOCIATION – B.C. DIV),"61,769 "
BRITISH COLUMBIA RAILWAY COMPANY,"125,237 "
BRITISH COLUMBIA SAFETY AUTHORITY,"75,579 "
BRITISH COLUMBIA SCHOOL SUPERINTENDENTS' ASSOCIATION,"126,949 "
BRITISH COLUMBIA WINE INSTITUTE SOCIETY,"91,250 "
BROADWAY PROPERTIES LTD.,"1,128,810 "
BROADWAY STATION HOLDINGS INC.,"165,957 "
BROCOR CONSTRUCTION LTD.,"13,166,905 "
BROGAARD FARMS LTD.,"32,186 "
BROKEN BRANCH CONTRACTING LTD.,"171,456 "
BROOKFIELD GIS WORKPLACE SOLUTIONS INC.,"150,810,430 "
BROOKLYNN CONTRACTING LTD,"25,447 "
BROOKS LANDING CENTRE INC.,"342,225 "
"BROOKS, JULIE","39,322 "
"BROOKS, VALERIE BERNICE & HESLOP, WILMA ROSE","105,850 "
"BROWN, ANNA–MAYA S","99,351 "
"BROWN, CAROL A","88,749 "
"BROWN, PATTI RAE","68,545 "
BROWN–JOHN ENTERPRISES,"373,168 "
"BROWNSEY, LORNE","52,527 "
BRUCE MORROW FOREST CONSULTING LTD.,"56,508 "
"BRUCE, ALLAN DONALD","110,592 "
"BRUCE, MARY ANNA","48,246 "
BRUNET AND SONS LOGGING LTD.,"106,338 "
BSN MEDICAL INC.,"37,659 "
BTY CONSULTANCY GROUP INC.,"73,081 "
"BUBBS, JOAN","29,686 "
"BUCHANAN, ALAN, DR","40,905 "
BUCK PERRIN HOLDING CORP.,"141,825 "
BUCKLAND & TAYLOR LTD.,"1,046,078 "
BUDDI LTD,"40,500 "
BUDGET CAR AND TRUCK RENTAL,"543,951 "
BUFFALO AERIAL SERVICES LTD.,"260,708 "
BULKLEY VALLEY RESEARCH CENTRE,"49,973 "
BULKLEY VALLEY SEARCH & RESCUE SOCIETY,"55,479 "
"BULL, HOUSSER & TUPPER LLP","475,627 "
"BURGESS, BRIAN R","111,999 "
"BURGESS, CAWLEY, SULLIVAN & ASSOCIATES LTD.","26,074 "
BURMAN & BURMAN CORP.,"36,389 "
BURNABY AUTO BODY (1986) LTD,"29,683 "
BURNABY CONSTRUCTION LTD.,"306,262 "
BURRARD INTERNATIONAL HOLDINGS INC.,"280,556 "
"BURTON, PETER R","46,766 "
BUSHTECH B.C. LTD.,"130,445 "
BUSINESS PRACTICES AND CONSUMER PROTECTION AUTHORITY,"31,500 "
BUSTERS TOWING,"65,362 "
"BUTTERFIELD, RENATE R","72,891 "
BX–SWAN LAKE FIRE DEPARTMENT,"58,814 "
C & K CONSULTING LTD.,"89,351 "
C & R SERVICES,"97,389 "
C A & A SERVICES ENTERPRISE,"77,002 "
C RANKIN & ASSOCIATES,"73,841 "
C. E. WETTON ASSOCIATES INC.,"48,274 "
C. J. LOGGING LTD.,"802,333 "
C. MORIN AVIATION (B.C.) INC.,"76,113 "
C. THOMPSON & SON LTD.,"279,254 "
C.A.S. FOREST CARE LTD.,"81,862 "
C.B. LANAC HOLDINGS LTD.,"236,265 "
C.D. NOVA LTD.,"73,715 "
C.HI.L. LOGGING LTD.,"807,512 "
C.S.G. DEVELOPMENTS CORP.,"213,015 "
C.V. PROPERTY CORP.,"733,984 "
C5C HOLDINGS LTD.,"236,566 "
CA CANADA COMPANY,"602,802 "
CABI INTERNATIONAL,"211,000 "
CABIN FORESTRY SERVICES LTD.,"1,380,038 "
"CADIEUX, SHAWNA L","35,548 "
CADILLAC PROPERTIES INC.,"35,279 "
CAESAR CONSULTING ASSOCIATES LTD.,"169,643 "
"CALDWELL, ROBIN","169,089 "
CALIAN LTD,"65,102 "
CALIBER BRIDGE AND DESIGN LIMITED,"896,735 "
CALLAHAN CONSTRUCTION COMPANY LTD.,"105,155 "
CALLAHAN CONSTRUCTION COMPANY LTD. & 3720 INVESTMENTS LTD.,"68,402 "
"CALLEGARO, NORMAN H","81,217 "
"CAMBIAN BUSINESS SERVICES, INC.","80,080 "
"CAMERON, PAMELA","35,092 "
CAMIRAGE IMAGING SERVICES INC.,"53,108 "
CAMIS INC.,"1,520,980 "
CAMOSUN COLLEGE,"65,466 "
CAMPBELL CONSTRUCTION LTD.,"101,117 "
CAMPBELL HELICOPTERS LTD.,"1,651,741 "
CAMPBELL RIVER BOATLAND (1982) LTD.,"26,823 "
CAMPBELL RIVER SEARCH & RESCUE SOCIETY,"63,901 "
CAMPBELL SCIENTIFIC CANADA CORP,"177,359 "
"CAMPBELL, ALISON Z A","59,073 "
"CAMPBELL, CAMERON JAMES","65,290 "
"CAMPBELL, GLENN","128,284 "
CAMPERS VILLAGE,"41,699 "
CAN AM CRUISERS INC.,"76,325 "
CANADA COUNCIL FOR THE ARTS,"50,642 "
CANADA CULVERT,"232,561 "
CANADA DAMAGE RECOVERY,"82,726 "
CANADA ORGANIC TRADE ASSOCIATION INC.,"30,844 "
CANADA POST CORPORATION (OTTAWA),"14,977,689 "
CANADA SAFETY EQUIPMENT LTD.,"27,847 "
CANADA TOURISM PLANNING GROUP INC.,"31,185 "
CANADA WEST REALTY LTD.,"160,434 "
CANADIAN AIR–CRANE LTD.,"1,442,600 "
CANADIAN ALBERNI ENGINEERING LTD.,"499,115 "
"CANADIAN BANK NOTE COMPANY, LIMITED","400,074 "
CANADIAN BIOACT CONSULTING & EDUCATIONAL SERVICES,"46,577 "
CANADIAN BROADCASTERS RIGHTS AGENCY INC.,"65,312 "
CANADIAN CANOLA GROWERS ASSOCIATION,"277,207 "
"CANADIAN CORPS OF COMMISSIONAIRES (VICTORIA, THE ISLANDS AND YUKON)","189,054 "
CANADIAN COUNCIL OF MINISTERS OF THE ENVIRONMENT,"255,888 "
CANADIAN FOREST PRODUCTS LTD.,"167,684 "
CANADIAN FOREST PRODUCTS LTD. (FRA ACCOUNT),"612,565 "
CANADIAN FREIGHTWAYS LTD.,"49,742 "
CANADIAN HANDSOME INVESTMENTS CO. LTD.,"281,355 "
CANADIAN HELICOPTERS LIMITED,"3,100,191 "
CANADIAN HELICROPPER INC.,"103,731 "
CANADIAN HIGHWAY INSTITUTE LTD,"38,146 "
CANADIAN HOME BUILDERS' ASSOCIATION OF NORTHERN BC,"78,546 "
CANADIAN IMPERIAL BANK OF COMMERCE,"394,132 "
CANADIAN INSTITUTE FOR HEALTH INFORMATION,"112,712 "
CANADIAN INTERAGENCY FOREST FIRE CENTRE,"102,286 "
CANADIAN LAWN CARE SERVICES LTD.,"155,589 "
CANADIAN LINEN AND UNIFORM SERVICE CO.,"65,325 "
CANADIAN MOUNTAIN HOLIDAYS LIMITED PARTNERSHIP,"156,743 "
CANADIAN NATIONAL RAILWAY COMPANY,"536,401 "
CANADIAN PACIFIC RAILWAY CO,"1,714,624 "
CANADIAN PARKS & WILDERNESS SOCIETY,"45,000 "
CANADIAN PHARMACEUTICAL DISTRIBUTION NETWORK,"279,653 "
CANADIAN PRESS ENTERPRISES INC.,"201,902 "
CANADIAN SPRINGS WATER COMPANY,"26,622 "
CANADIAN TACTICAL AND OPERATIONAL MEDICAL SOLUTIONS INC,"31,608 "
CANADIAN WILDLIFE CAPTURE LTD.,"162,100 "
CANCADD IMAGING SOLUTIONS LTD.,"38,244 "
CANIM LAKE INDIAN BAND,"105,560 "
CAN–MED HEALTHCARE,"36,099 "
CANNON EXCAVATION AND CONCRETE LTD.,"102,990 "
CANRUSS PARAMEDIC OIL SERVICES LTD.,"431,881 "
CANSEL SURVEY EQUIPMENT,"358,049 "
CANSEL SURVEY EQUIPMENT INC.,"436,428 "
CAN–SWE DISTRIBUTORS INC.,"32,634 "
CANTEX–OKANAGAN CONSTRUCTION LTD.,"4,192,313 "
CANWEST PROPANE LTD.,"33,379 "
CANWEST PROPANE PARTNERSHIP,"85,779 "
CAORDA WEB SOLUTIONS,"106,191 "
CAPCO CONSTRUCTION SERVICES LTD.,"209,175 "
CAPILANO HIGHWAY SERVICES COMPANY,"5,632,712 "
CAPILANO MARITIME DESIGN LTD.,"63,913 "
CAPITAL REGIONAL DISTRICT,"15,273,265 "
CAPITAL REGIONAL HOSPITAL DISTRICT,"2,158,220 "
CAPITALE HELICOPTERE,"438,541 "
CAPITOL HILL ESTATES LTD. & 0733845 B.C. LTD.,"126,906 "
CARDAN ENTERPRISES LTD.,"2,451,089 "
CARDINAL HEALTH CANADA INC.,"6,027,792 "
CARDIOMED SUPPLIES INC,"25,299 "
CARE SYSTEMS SERVICES LTD.,"47,933 "
CARE VALUE SOLUTIONS CORPORATION,"159,620 "
CARESTREAM MEDICAL LTD.,"559,105 "
CARF CANADA,"30,639 "
CARFRA LAWTON LLP,"666,532 "
CARIBOO AIR LTD.,"117,064 "
CARIBOO HIAB SERVICE LTD.,"25,090 "
CARIBOO STEEL & MACHINE LIMITED,"35,353 "
CARIBOU ROAD SERVICES (SOUTH) LTD.,"22,671,347 "
CARL ZEISS CANADA LIMITED,"40,525 "
CARLETON UNIFORMS INC.,"274,527 "
CARLSON CONSULTING LTD.,"139,764 "
CARMANAH MANAGEMENT CORPORATION,"244,935 "
CARNEY'S WASTE SYSTEMS,"176,616 "
CARPE DIEM NEW MEDIA PUBLISHING INC.,"715,015 "
CARSON LAND RESOURCE MANAGEMENT LTD.,"39,375 "
"CARSON, MICHAEL S","26,510 "
CARSWELL,"1,069,599 "
CARTOSMART GIS INC.,"48,285 "
CARUSO DANIELSON INC.,"26,607 "
"CAS SERVICES US, INC.","1,985,547 "
CASAWOOD FARM LTD.,"75,839 "
CASCADE SUPPLY & MARINE LTD.,"145,354 "
CASCADE WEAR B.C. LTD.,"39,324 "
CASCADE WEAR LTD.,"115,136 "
CASCADIA NATURAL RESOURCE CONSULTANTS INC.,"197,907 "
CASHA SYSTEMS CONSULTING LTD.,"60,360 "
CASLYS CONSULTING LTD.,"111,045 "
"CASPONI, GIOVANNI","26,526 "
CASSADY & CO IN TRUST,"3,004,291 "
CASTLEROCK CONSULTING INC.,"160,776 "
CATAMOUNT CONTRACTING LTD.,"80,878 "
CATHEDRAL HILL INVESTMENTS LTD.,"1,141,802 "
CATHERINE TAIT CONSULTING,"104,490 "
CATS HEAVY HAUL LTD.,"51,186 "
"CAUGHLIN, BRYAN W","27,143 "
CAYOOSE CREEK DEVELOPMENT CORPORATION,"149,612 "
CBI CONSULTANTS LTD.,"67,661 "
CC OFFICE HOLDINGS LTD.,"865,883 "
CCAF–FCVI INC,"47,452 "
CCH CANADIAN LIMITED,"38,886 "
CDW CANADA INC.,"880,095 "
CEDARDALE HOLDINGS LTD.,"62,405 "
CEI–ARCHITECTURE PLANNING INTERIORS,"324,655 "
CELTIC ENGINEERING LTD.,"1,094,608 "
CELTIC REFORESTATION SERVICES LTD.,"1,580,774 "
CENGEA SOLUTIONS INC.,"615,612 "
CENTERFIRE HOLDINGS LTD.,"69,366 "
CENTRAL 1 CREDIT UNION,"385,160 "
CENTRAL CITY HOMES (1976) LTD.,"140,491 "
CENTRAL FRASER VALLEY SEARCH AND RESCUE SOCIETY,"37,967 "
CENTRAL KOOTENAY INVASIVE SPECIES SOCIETY,"53,180 "
CENTRAL OKANAGAN SEARCH & RESCUE,"51,224 "
CENTRAL SQUARE INVESTMENT CORPORATION,"99,716 "
CENTRAL WESTCOAST FOREST SOCIETY,"548,569 "
CENTRE FOR COASTAL HEALTH SOCIETY,"116,989 "
"CENTRE FOR COLLABORATION, MOTIVATION AND INNOVATION SOCIETY","278,820 "
CENTRE FOR OUTSOURCING RESEARCH & EDUCATION,"298,293 "
CENTURY GROUP INC.,"101,148 "
CERIDIAN CANADA LTD.,"2,125,320 "
CERTES APPLIED AND NATURAL SCIENCES LTD.,"186,310 "
CERTIFIED COATING SPECIALISTS INC.,"2,596,022 "
CETUS RESEARCH & CONSERVATION SOCIETY,"49,300 "
CEVEYSYSTEMS NORTH AMERICA INC.,"56,758 "
CEWE INFRASTRUCTURE LTD.,"1,931,345 "
CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS INC.,"31,015,262 "
CH2M HILL CANADA LIMITED,"2,064,583 "
CHAIR STUFF SALES LTD.,"65,241 "
"CHALKE, JAMES M","27,079 "
CHAMPAGNE & AISHIHIK FIRST NATION,"78,500 "
"CHANDAN, AMRIT","26,252 "
CHANTLER & COMPANY IN TRUST,"100,000 "
CHAPEL OF MEMORIES FUNERAL DIRECTORS,"32,644 "
CHAPMAN AND ASSOCIATES EDUCATIONAL CONSULTING INC.,"31,918 "
CHAREST REPORTING INC.,"82,634 "
"CHARITYLOGIC, INC.","28,644 "
CHARTERED PROFESSIONAL ACCOUNTANTS OF BRITISH COLUMBIA,"44,971 "
CHARTERED PROFESSIONAL ACCOUNTANTS OF CANADA,"81,722 "
CHARTWELL CONSULTANTS LTD.,"2,327,932 "
CHASE OFFICE INTERIORS INC.,"38,306 "
CHATTER CREEK HOLDINGS LTD.,"358,405 "
"CHAUHAN, PARMAJEET & GILL, HARBINDER & GILL, RAGHUBINDER","31,075 "
CHEAKAMUS COMMUNITY FOREST SOCIETY,"513,824 "
CHEHALIS INDIAN BAND,"53,000 "
"CHEN, REX","25,970 "
"CHERKEZOFF, ANNIE MARIE & MOUNTAIN ENTERPRISES LTD.","103,554 "
CHERNOFF THOMPSON ARCHITECTS,"138,357 "
CHERRY CREEK WATERWORKS DISTRICT,"269,308 "
CHERYL COMPANY LTD.,"579,692 "
CHEVRON CANADA LIMITED,"77,745 "
CHEW FIDELITY LTD.,"1,112,637 "
CHILCO CREEK CONTRACTING,"28,900 "
CHILCOTIN PLATEAU ENTERPRISE LTD.,"573,800 "
CHILD CARE EDUCATION ONTARIO INC,"80,000 "
CHILD WELFARE LEAGUE OF CANADA,"42,705 "
CHILLIWACK AIRPORT OFFICE HOLDINGS LTD.,"424,806 "
CHILLIWACK SEARCH AND RESCUE SOCIETY,"133,531 "
CHIMERA SPRINGS ROCK WORKS LTD.,"733,156 "
CHIN–NEEH SERVICES LIMITED,"46,601 "
CHINOOK COVE CONTRACTING LTD.,"27,567 "
"CHIPMAN, JAMES BLAKE","84,304 "
CHIRON HEALTH SERVICES INC.,"908,287 "
CHISHOLM CANYON RANCH,"53,940 "
CHOS' ENTERPRISES LTD.,"50,010 "
"CHOW, SYLVIA G","25,368 "
CHRIS A. MASSEY LAW CORPORATION,"134,584 "
CHRISCO MANAGEMENT INC.,"364,502 "
CHRISTINA LAKE GRAVEL & READY–MIX LTD.,"42,622 "
CHU CHO INDUSTRIES LIMITED PARTNERSHIP,"946,971 "
CHUNG CHUN INTERNATIONAL TRADING LTD.,"63,539 "
CHURCH & CHAPEL HOLDINGS LTD.,"375,983 "
CHURCHILL FORT ROYAL MEDICAL INC.,"254,718 "
"CHURCHILL, DAPHNE","53,120 "
CIC EQUITIES CORP.,"130,360 "
CIDEL MOVING & STORAGE (1975) LTD.,"67,502 "
CIL / ORION,"101,042 "
"CIPHERCLOUD, INC.","68,015 "
CIRRUS PROPERTIES LTD.,"100,843 "
CISCO SYSTEMS CANADA CO.,"218,462 "
CITICUS LIMITED,"76,480 "
CITY OF ABBOTSFORD,"928,362 "
CITY OF BURNABY,"1,890,787 "
CITY OF CAMPBELL RIVER,"162,684 "
CITY OF CASTLEGAR,"279,199 "
CITY OF CHILLIWACK,"301,227 "
CITY OF COQUITLAM,"1,650,585 "
CITY OF COURTENAY,"270,384 "
CITY OF CRANBROOK,"332,727 "
CITY OF DAWSON CREEK,"176,056 "
CITY OF DUNCAN,"80,549 "
CITY OF FERNIE,"133,996 "
CITY OF FORT ST. JOHN,"139,602 "
CITY OF GRAND FORKS,"61,030 "
CITY OF KAMLOOPS,"2,388,567 "
CITY OF KELOWNA,"2,112,524 "
CITY OF KIMBERLEY,"124,319 "
CITY OF LANGFORD,"206,933 "
CITY OF LANGLEY,"139,991 "
CITY OF MAPLE RIDGE,"1,762,753 "
CITY OF MERRITT,"181,059 "
CITY OF NANAIMO,"915,209 "
CITY OF NELSON,"1,266,883 "
CITY OF NEW WESTMINSTER,"225,762 "
CITY OF NORTH VANCOUVER,"80,933 "
CITY OF PENTICTON,"637,613 "
CITY OF PORT ALBERNI,"72,191 "
CITY OF PORT COQUITLAM,"831,750 "
CITY OF PORT MOODY,"391,799 "
CITY OF POWELL RIVER,"101,412 "
CITY OF PRINCE GEORGE,"3,209,641 "
CITY OF PRINCE RUPERT,"277,310 "
CITY OF QUESNEL,"383,937 "
CITY OF REVELSTOKE,"684,299 "
CITY OF RICHMOND,"4,077,752 "
CITY OF SALMON ARM,"674,320 "
CITY OF SURREY,"4,621,662 "
CITY OF TERRACE,"179,932 "
CITY OF VANCOUVER,"4,925,168 "
CITY OF VERNON,"749,006 "
CITY OF VICTORIA,"6,756,789 "
CITY OF WILLIAMS LAKE,"819,603 "
CITYSPACES CONSULTING LIMITED,"137,013 "
CITYWEST CABLE & TELEPHONE CORP.,"578,140 "
CIVIL AIR SEARCH & RESCUE ASSOCIATION,"105,947 "
CIVIX,"59,000 "
CLAIMSPRO ADJUSTERS,"290,953 "
CLARABRIDGE INC,"171,306 "
CLARITY INFORMATION SYSTEMS CONSULTING INC.,"32,634 "
CLAYMORE CLOTHES (1982) LTD.,"31,283 "
CLAYOQUOT SOUND ENTERPRISES LTD.,"201,029 "
CLAYTON'S FUNERAL DIRECTORS 1981 LTD.,"27,025 "
CLCSC HOLDINGS INC. & JBNS HOLDINGS CORP. & 0717067 B.C. LTD.,"238,249 "
"CLEAN HARBORS CANADA, INC.","112,863 "
CLEAR CONCEPT ASSOCIATES INC.,"307,627 "
CLEARPOINT INC.,"27,652 "
CLEARWATER WILDFIRES SERVICES INCORPORATED,"279,458 "
CLIMB HELICOPTERS LTD.,"246,447 "
CLOSE CUT CONTRACTING LTD.,"118,793 "
CLOTHES ENCOUNTERS,"85,732 "
CLOVER POINT CARTOGRAPHICS LTD.,"164,322 "
CLOVER TOWING LTD.,"362,447 "
CMCC CONTRACTING,"289,925 "
CMF CONSTRUCTION LTD.,"1,610,617 "
COAST ENVIRONMENTAL LTD.,"39,443 "
COAST FOREST CONSERVATION INITIATIVE SOCIETY,"25,129 "
COAST INN OF THE NORTH,"54,692 "
COAST PROFESSIONAL CENTRE LTD.,"113,792 "
COAST RANGE CONCRETE LTD.,"116,745 "
COAST RANGE CONTRACTING LTD.,"4,240,740 "
COAST TO COAST REFORESTATION INC.,"1,545,946 "
COASTAL INVASIVE SPECIES COMMITTEE SOCIETY,"112,693 "
COASTAL MOUNTAIN FUELS – SOUTH,"25,992 "
COASTAL RESOURCE MAPPING LTD.,"159,101 "
COATES HOLROYD CONSULTING INC.,"28,350 "
COBRA ELECTRIC (SOUTH COAST) LTD.,"11,455,180 "
COBRA MINING & EXCAVATING LTD.,"79,254 "
"COCHRAN, DOUGLAS SCOTT","34,423 "
COCHRANE CONTRACTING LTD.,"1,145,299 "
CODE THREE EMERGENCY VEHICLES INC.,"43,009 "
CODY TREE SERVICE (2005) LTD.,"46,410 "
"COGGINS, RON S","61,753 "
COGNITION CONSULTING SERVICES LTD.,"259,917 "
"COHEN, BRUCE IRVING","61,901 "
COLARCH ENTERPRISES LTD.,"32,382 "
COLBROOK PROPERTIES LTD.,"397,675 "
COLDSTREAM HELICOPTERS LTD.,"142,889 "
"COLDWELL, WALTER JOHN","41,292 "
COLLABOREX CONSULTING INC.,"99,046 "
COLLABWARE,"25,706 "
COLLEGE OF NEW CALEDONIA,"165,886 "
COLLEGE OF PHARMACISTS OF B C,"86,655 "
COLLEGE OF REGISTERED NURSES OF B C,"621,565 "
COLLEGE OF THE ROCKIES,"49,995 "
COLLEN HOLDINGS LIMITED,"27,356 "
COLLIERS MACAULAY NICOLLS INC.,"37,814 "
COLLINS ELECTRIC INC.,"26,735 "
COLOPLAST CANADA CORPORATION,"519,684 "
COLOUR TIME PRINTING & DIGITAL IMAGING,"111,370 "
COLUMBIA BASIN BROADBAND CORPORATION,"110,376 "
COLUMBIA BITULITHIC,"3,247,682 "
COLUMBIA EXTREME CONTRACTING LTD.,"403,709 "
COLUMBIA FIRE & SAFETY LTD.,"153,548 "
COLUMBIA PACIFIC CONSULTING GROUP INC,"34,844 "
COLUMBIA SQUARE PLAZA LTD.,"564,406 "
COLUMBIA VALLEY SEARCH AND RESCUE,"30,674 "
COLUMBINE INVESTMENTS LTD.,"96,398 "
"COLUMBUS REAL ESTATE, LIMITED PARTNERSHIP","4,192,012 "
COMFOR MANAGEMENT SERVICES LTD.,"173,183 "
COMMONWEALTH LEGAL,"197,944 "
COMMOTION CREEK CONTRACTING LTD.,"236,812 "
COMMUNITY FUTURES DEVELOPMENT CORPORATION OF THE NORTH OKANAGAN,"310,674 "
COMMUNITY FUTURES DEVELOPMENT CORPORATION OF THOMPSON COUNTRY,"59,490 "
COMMUNITY LEGAL ASSISTANCE SOCIETY IN TRUST,"26,000 "
COMMUNITY LIVING BRITISH COLUMBIA,"465,745 "
COMMUNITY SOCIAL SERVICES EMPLOYERS' ASSOCIATION OF B C,"60,000 "
COMOX FIRE PROTECTION DISTRICT,"315,650 "
COMOX MOVING & STORAGE,"28,048 "
COMOX VALLEY GROUND SEARCH & RESCUE ASSOCIATION,"66,926 "
COMOX VALLEY REGIONAL DISTRICT,"12,702,615 "
COMPASS GROUP CANADA LTD.,"482,686 "
COMPASS RESOURCE MANAGEMENT LTD.,"59,444 "
COMPASSIONATE CARE FUNERALS,"73,218 "
