Name,Amount
"KORN/FERRY CANADA, INC.","94,080"
KORTH GROUP LTD.,"39,259"
"KOSHURE, JAMES","154,260"
KPMG LLP,"1,261,232"
KPMG PERFORMANCE REGISTRAR INC.,"146,055"
KPSM CONTRACTING LTD.,"46,908"
"KRANEVELDT, NENE","52,137"
KRAZY CHERRY FRUIT COMPANY LTD.,"73,432"
KRENTZ & HEDMAN,"341,713"
"KRESIVO, MIRIAM","30,713"
"KRESTINSKY, GARY D","25,442"
"KREUZER, HEINZ","53,374"
KRI ENTERPRISES LTD.,"60,958"
"KRISTMANSON, RICHARD","35,000"
"KROGH, TIMMY","110,085"
KRUGER PRODUCTS L.P.,"232,596"
"KRUGER, NICHOLAS","34,493"
"KUROPATWA, ROBYN","71,064"
"KUZMA, OLEH S","40,235"
KWADACHA NATION,"544,358"
KWA–WA–AINEUK TIMBER,"781,680"
KWELA LEADERSHIP AND TALENT MANAGEMENT INC.,"46,167"
KWIKWETLEM FIRST NATION,"35,000"
KYRO CONTRACTING LIMITED,"431,948"
L & B MYERS CONTRACTING LTD.,"315,013"
L & J DIAMOND MAINTENANCE INC.,"49,869"
L B PAVING LTD.,"343,328"
L.A. WEST ASSOCIATES (KAMLOOPS) INC.,"25,946"
L.V.N. CONTRACTING LTD.,"262,028"
LADYSMITH SEARCH & RESCUE SOCIETY,"28,973"
LAFARGE CANADA INC.,"28,726,110"
"LAFORTUNE, THOMAS","56,250"
LAFRENTZ ROAD MARKING,"19,537,937"
LAKE BABINE NATION FORESTRY SERVICES LTD.,"61,884"
LAKE COWICHAN FIRST NATION,"819,926"
LAKE DRIVE LUMBER,"31,369"
LAKEHILL INDUSTRIES LTD.,"116,642"
LAKELSE AIR LTD.,"1,462,761"
LAKES DISTRICT AIR SERVICES LTD.,"161,296"
LAKES DISTRICT AIRPORT SOCIETY,"467,245"
LAKES DISTRICT MAINTENANCE INC.,"35,589,447"
LAKES HARVESTING LTD.,"33,877"
"LAMBERT, CLINT","204,892"
LANCE HOESING LOGGING LTD.,"45,723"
LANDING NURSERY LTD.,"836,548"
LANDMARK SOLUTIONS LTD.,"76,207"
LANDTEC GROUND EXPERTS,"61,600"
"LANE, PATRICIA","61,313"
LANG MICHENER LLP,"25,797"
"LANG, SCOTT AARON","70,549"
"LANGFORD, LAURIE KATHLEEN","166,500"
LANGLEY CONCRETE LIMITED PARTNERSHIP,"111,763"
LAN–TEC ELECTRIC LTD.,"41,955"
LARCH SYSTEMS INC.,"92,391"
LARJAC TRAIL AND STRUCTURE LTD.,"72,251"
LARK ENTERPRISES LTD & KHALRAIN ENTERPRISES LTD & HAZELWOOD ENTERPRISES INC,"167,717"
LARRY TUCKER LOGGING LTD.,"27,408"
LARRY'S HEAVY HAULING (1990) LTD.,"593,916"
LAS CONSULTING INC.,"35,501"
LATERO LABS INC.,"251,134"
LATITUDE GEOGRAPHICS GROUP LTD.,"151,734"
LATITUDE TECHNOLOGIES CORPORATION,"104,006"
LATOPLAST LTD.,"63,367"
LAUREN BROS. CONSTRUCTION LTD.,"75,146"
LAUZON WELDING LTD.,"31,256"
LAVERNE TURNER CONTRACTING LTD.,"111,950"
LAW SOCIETY OF BRITISH COLUMBIA,"2,175,188"
LAWSON LUNDELL LLP,"340,029"
LAWSON LUNDELL LLP IN TRUST,"58,051"
LAX KW'ALAAMS BAND,"438,143"
"LAY, KYLE DANIEL","34,817"
LE BEAU FORESTRY LTD.,"66,515"
LEADER SILVICULTURE LTD.,"788,186"
LEADERS BEYOND INC.,"107,100"
LEADING MATTERS CONSULTING INC.,"529,051"
LEAVERITE DRILLING & BLASTING LTD.,"76,494"
LEAVITT MACHINERY GENERAL PARTNERSHIP,"50,838"
"LEBLANC, JAMES ANDREW","157,789"
"LEBLOND, JASON C","59,615"
"LEBOURDAIS, JEREMIE WILLIAM","88,109"
"LECLERC, ROGER JOSEPH","27,038"
"LEDUC, GARRY","52,016"
LEE HECHT HARRISON KNIGHTSBRIDGE CORP.,"37,830"
"LEE, LORAINE","26,517"
"LEE, SALLY","42,698"
LEECH PRINTING LTD,"25,276"
"LEESON, EVAN","48,000"
LEGACY PACIFIC CONTRACTING LTD.,"724,330"
LEGACY PACIFIC LAND CORPORATION,"734,589"
"LEGAL FILES SOFTWARE, INC.","449,034"
LEGAL SERVICES SOCIETY,"2,556,703"
LEGISLATIVE ASSEMBLY OF BRITISH COLUMBIA,"1,976,856"
LEGISLATIVE DINING ROOM,"39,508"
"LEHOUILLIER, MARCEL EAMONN","47,824"
LEICA GEOSYSTEMS LTD.,"349,609"
LEICA MICROSYSTEMS (CANADA) INC.,"92,767"
LEKO PRE–CAST LTD.,"752,566"
LEKO PRECAST SHUSWAP DIVISION LTD.,"85,525"
LEMARE LAKE LOGGING LTD.,"53,788"
LEN WRAY'S TRANSFER LTD.,"47,533"
LENA'S CONSULTING LTD.,"41,180"
"LENCI, ROBERT L","51,255"
LENOVO (CANADA) INC.,"52,097"
LEON PIGOTT LAW CORPORATION,"1,697,547"
LEPKA HOLDINGS LTD.,"2,400,959"
LEQ'A:MEL FIRST NATION,"40,000"
LES HEIN EXCAVATING,"320,775"
"LES, JOHN","151,536"
"LESLIE, ADRIAN","27,405"
LET INVESTMENTS LTD.,"58,945"
"LETROY, BRODERICK","69,258"
"LEUENBERGER, ERNST","125,504"
LEVINE & COMPANY,"356,178"
"LEVITSKY, JOSEPH","73,378"
LEVY CONTRACTING LTD.,"60,982"
"LEWIS, RICHARD DAVID","125,268"
LEXISNEXIS CANADA INC.,"480,038"
LEXRA CONTRACTING LTD.,"76,477"
LEXUM,"76,183"
LG EYE CONSULTING INC.,"37,296"
LHC HOLDINGS LTD.,"114,574"
LHOOSK'UZ DENE TAHTSA GENERAL PARTNER CORPORATION,"448,005"
LIARD RIVER FIRST NATION AND DAYLU DENA COUNCIL,"178,680"
LIBRICO HELICOPTERS LTD.,"313,689"
LIFE SCIENCES BRITISH COLUMBIA SOCIETY,"30,303"
LIFE TECHNOLOGIES INC.,"110,721"
LIFELABS BC LP,"70,460"
LIFERAY INC.,"81,094"
LIFESPEAK INC.,"94,678"
LIGHTBURN VENTURES LTD.,"200,417"
LIGNIN INDUSTRIES LTD,"297,626"
LILLOOET DISTRICT INDIAN COUNCIL,"34,916"
LIL'WAT FORESTRY VENTURES LIMITED PARTNERSHIP,"1,693,119"
LIL'WAT NATION,"49,053"
LILY SETO COACHING AND CONSULTING,"72,041"
LIME CREEK LOGGING LTD.,"463,787"
LIMNO LAB LTD.,"74,181"
"LINDGREN, ROSS","54,466"
"LINDON SALES LTD. & GUGGISBERG, DONALD ROY","77,029"
LINDSAY KENNEY LLP IN TRUST,"8,163,539"
"LINDSAY TRANSPORTATION SOLUTIONS SALES & SERVICE, LLC","12,595,536"
"LINDSEY, HOLLY JOAN MARY","75,907"
LINKEDIN IRELAND UNLIMITED COMPANY,"40,063"
LINKLATERS,"64,085"
LINTERRA AGGREGATES LTD.,"66,392"
LIONS BAY SEARCH & RESCUE,"35,755"
LIONS GATE CONSULTING INC.,"104,422"
LIONS GATE RISK MANAGEMENT GROUP LTD.,"29,142"
LIQUID CAPITAL EXCHANGE CORP.,"122,098"
LIQUIMEDLOCK INC.,"42,336"
LISIMS COMMUNICATIONS LIMITED PARTNERSHIP,"100,800"
LISIMS INTERNET AND TECHNOLOGY SERVICES INC.,"34,440"
LITTLE BIG WORKS REVELSTOKE,"58,559"
LITTLE EARTH GIS CONSULTING INC.,"122,247"
LITTLE PROJECTS LTD.,"174,870"
LITTLE SHUSWAP INDIAN BAND,"46,778"
LITTLE SHUSWAP LAKE INDIAN BAND,"1,998,919"
"LIU, HUIWEN","145,601"
LLAMAZOO INTERACTIVE INC.,"73,500"
LLOYDSHAVEN HOLSTEINS LTD.,"38,941"
LMR ENTERPRISES LTD.,"53,800"
LOCK–BLOCK LTD.,"131,706"
LOCO LOCAL ENTERPRISES INC.,"52,909"
LODGISTX ACCOMMODATIONS AND SERVICES INC.,"1,726,361"
"LOFROTH, ERIC CARL","35,149"
LOGIN CANADA,"68,337"
LOGISTIK UNICORP INC.,"213,064"
"LOHBRUNNER, JAY","74,592"
LOKI TREE SERVICE,"386,719"
LONDON DRUGS LIMITED,"39,323"
LONDON LIFE INSURANCE COMPANY,"132,948"
LONG TERM SERVICE AWARD DINNER,"34,594"
LONG VIEW SYSTEMS CORPORATION,"1,358,044"
"LONG, BARRY L","49,941"
LONGFELLOWS NATURAL RESOURCE MANAGEMENT SOLUTIONS INC.,"71,330"
LONGTRUST REAL ESTATE INVESTMENT LTD.,"73,559"
LOOKER DATA SCIENCES INC.,"118,774"
LOOMIS EXPRESS,"103,318"
LOON LAKE VOLUNTEER FIRE DEPARTMENT SOCIETY,"37,078"
LORAX ENVIRONMENTAL SERVICES LTD.,"91,031"
LORD CULTURAL RESOURCES PLANNING AND MANAGEMENT INC.,"54,495"
LORDCO PARTS LTD.,"141,333"
LORNIE ENTERPRISES LTD.,"92,766"
"LOSKI, THOMAS ALBERT","95,286"
"LOSLIER, COLETTE","27,372"
LOST CREEK ENTERPRISES LTD.,"62,480"
LOTEK WIRELESS INC.,"446,467"
LOTIC ENVIRONMENTAL LTD.,"95,831"
LOTUS MOUNTAIN CONSULTING INC.,"38,313"
LOUISIANA – PACIFIC CANADA LTD.,"83,664"
"LOUKIDELIS, DAVID ERNST","31,058"
LOVE ENVIRONMENT INC.,"50,925"
LOVETT & WESTMACOTT,"104,344"
"LOVISEK, JOAN","59,084"
LOWER KOOTENAY DEVELOPMENT LIMITED PARTNERSHIP,"169,291"
LOWER NICOLA INDIAN BAND,"103,638"
LOWER NICOLA WATERWORKS DISTRICT,"36,955"
LOWER NORTH THOMPSON TOURISM SOCIETY,"52,964"
LOWER SIMILKAMEEN INDIAN BAND,"44,954"
LTAS TECHNOLOGIES INC.,"25,200"
LUCENT QUAY CONSULTING INC.,"321,465"
"LUCICH, GEORDIE NICHOLAS","61,031"
LUCID MANAGEMENT GROUP,"33,873"
LUCKY LAW CORPORATION,"199,555"
LUMBY SAND & GRAVEL,"54,894"
LUNNY ATMORE LLP,"39,357"
LUSCAN GROUP,"104,765"
LUSTED LOGGING LTD.,"47,489"
"LUUI, ANNDRAYA","195,000"
"LYLE, TAMSIN SARA","32,340"
LYNED AUTO LIMITED,"275,731"
LYONS LANDSCAPING LTD.,"60,601"
M. JOHNSTON CONSTRUCTION LTD.,"405,913"
"M. MCBRIDE & ASSOCIATES, MANAGEMENT CONSULTING INC.","68,278"
M.C. WRIGHT AND ASSOCIATES LTD.,"434,571"
M.D. CHARLTON CO. LTD.,"274,779"
M.J. MILNE AND ASSOCIATES LTD.,"63,882"
M.O.M.S. OILFIELD SERVICES LTD.,"208,965"
M.S.A. MOVING & STORAGE LTD.,"45,286"
"MA, CHUN–MING GEORGE","62,115"
MACATEE MANAGEMENT,"45,372"
MACAULAY FORESTRY LTD.,"339,635"
MACAULEY & ASSOCIATES CONSULTING INC.,"290,063"
"MACAULEY, G","26,933"
MACDONALD LOWBED LTD.,"27,333"
"MACDONALD, GREGORY W","30,811"
"MACDONALD, LESTER A","281,396"
"MACGREGOR, ROBERT WARD","110,004"
"MACGREGOR, STEWART JAMES","39,514"
"MACHACH, MOURAD","32,275"
"MACINNES, EUGENE H","91,831"
MACISAAC & COMPANY,"63,262"
MACK BROS. LOGGING CO. LTD.,"169,404"
MACKAY BOYAR LAW CORPORATION,"166,731"
MACKAY RANCHING LTD.,"36,024"
"MACKAY, BRUCE FRASER","63,206"
"MACKENZIE, GORDON SCOTT","71,790"
"MACKEY, BRYANT ALEXANDER","166,898"
"MACKINNON, TIFFANY IVY","83,753"
"MACKINTOSH, MICHELE","37,688"
"MACLAREN, JAMIE","70,394"
"MACPHAIL, ALISON","53,683"
"MACTAVISH, GORDON","97,182"
"MADAPPATTU, RAVEENDRAN","50,477"
"MADDOCK, CHRISTOPHER D R","160,670"
MADRONE ENVIRONMENTAL SERVICES LTD.,"450,961"
MAEMAC CONSULTING INC.,"46,725"
"MAGNAN, BERNARD","81,442"
MAGNUM FABRICATORS LTD.,"945,224"
MAHARG CONTRACTING LTD.,"883,998"
"MAHONY, COLIN","55,095"
MAIDEN CREEK RANCH,"78,046"
"MAIHARA, DAVID H","109,646"
"MAIKA, PAUL ANDREW","36,019"
MAIN LOGGING LTD.,"88,606"
MAINLAND CIVIL SITE SERVICES INC.,"349,167"
MAINLINE ROOFING CO. LTD.,"47,213"
MAINROAD EAST KOOTENAY CONTRACTING LIMITED PARTNERSHIP,"21,614,705"
MAINROAD HOWE SOUND CONTRACTING LIMITED PARTNERSHIP,"7,438,715"
MAINROAD INFRASTRUCTURE MAINTENANCE LIMITED PARTNERSHIP,"206,148"
MAINROAD LOWER MAINLAND CONTRACTING LIMITED PARTNERSHIP,"19,988,412"
MAINROAD LOWER MAINLAND CONTRACTING LTD.,"2,586,540"
MAINROAD MID–ISLAND CONTRACTING LIMITED PARTNERSHIP,"10,841,272"
MAINROAD NORTH ISLAND CONTRACTING LIMITED PARTNERSHIP,"13,034,125"
MAINROAD PAVEMENT MARKING LIMITED PARTNERSHIP,"2,311,841"
MAINROAD PAVEMENT MARKING LTD.,"113,470"
MAINROAD SOUTH ISLAND CONTRACTING LIMITED PARTNERSHIP,"20,926,305"
MAINROAD TRANSTRONIC SERVICES LIMITED PARTNERSHIP,"35,701"
MAINROAD TRANSTRONIC SERVICES LTD.,"82,908"
MAINSTREAM BIOLOGICAL CONSULTING INC.,"30,497"
MAIR JENSEN BLAIR IN TRUST,"159,252"
MAIR JENSEN BLAIR LLP,"79,162"
MAJESTIC BRIDGE BUILDING INC.,"214,144"
MAJOR CROWN PROJECTS INCORPORATED,"29,400"
"MALHI, PARAM","31,900"
MALYSH ASSOCIATES CONSULTING INC.,"33,017"
MAMALILIKULLA FIRST NATION,"200,000"
"MANN, SIMERJIT S & MANN, MANWINDER K & GILL, AMRITPAL S & GILL, RAJWINDER K","45,511"
"MANNING, ERIC TODD & MANNING, DENISE LYNN","81,559"
MANTEO RESORT,"97,677"
"MANUEL, TIMOTHY C","25,090"
MAPLE LEAF FORESTRY LTD.,"359,195"
MAPMONSTERS GIS INC.,"34,268"
MARANTZ & SON LTD,"285,254"
MARATHON BUSINESS SOLUTIONS INC.,"174,666"
MARBERG FARMS LTD.,"25,375"
MARBLE CANYON FORESTRY LTD.,"93,330"
MARBLE CANYON HOLDINGS LTD.,"38,735"
MARCO INVESTMENTS LTD.,"127,224"
MARCON METALFAB INC.,"289,399"
MARHAN DEVELOPMENTS LTD.,"256,597"
"MARIA LEROSE AND ASSOCIATES, COMMUNICATIONS LTD.","35,148"
MARIAH VENTURES LTD.,"163,936"
MARIE MACDONALD CONSULTING,"52,742"
MARKIT GROUP LIMITED,"79,800"
MARLIM ECOLOGICAL CONSULTING LTD.,"74,736"
MARLO LOGGING LTD.,"64,780"
"MARRELLO, EMILIO & MARRELLO, GIUSEPPE & LORENZO, ANNA M","175,313"
MARSH CANADA LIMITED,"470,276"
MARTECH ELECTRICAL SYSTEMS LTD.,"4,575,189"
MARTIN & LEVESQUE INC.,"106,873"
MARTIN & MARTIN LAWYERS,"609,975"
MARTLAND & SAULNIER,"410,240"
MARVIN ENG CONSULTING,"55,976"
MARVIN FRASER VENTURES LTD.,"26,851"
MARVIN SHAFFER & ASSOCIATES LTD.,"30,463"
"MASAKAYAN, DOMINADOR","31,100"
MASIMO CANADA ULC,"176,078"
MASON LIFT LTD.,"76,617"
"MASON, RICHARD I","137,846"
MASSE ENVIRONMENTAL CONSULTANTS LTD.,"88,241"
MASTER INSURANCE PROGRAM,"50,457"
"MATHIESON, CHRISTOPHER SEAN","56,004"
MATRIX VIDEO COMMUNICATIONS CORP.,"374,972"
MATSHOP ART SUPPLIES,"70,931"
MATSQUI FIRST NATION,"25,000"
MATTEY BROS. (1980) LTD.,"31,802"
MATTHEWS STORE FIXTURES & SHELVING,"217,485"
"MAURICE, WILLIAM L, DR","26,056"
"MAWDSLEY, ANGELA L","30,345"
MAX HELMER CONSTRUCTION LTD.,"86,047"
MAXIMUM EXPRESS & FREIGHT LTD.,"595,514"
MAXIMUS BC HEALTH INC.,"74,861,602"
MAXIMUS CANADA EMPLOYMENT SERVICES INC.,"231,262"
"MAXIMUS CANADA SERVICES, INC.","4,166,147"
MAXWELL CLAIMS SERVICES INC.,"88,507"
MAXXAM ANALYTICS INTERNATIONAL CORPORATION,"109,492"
MAYN HOLDINGS LTD.,"85,619"
MAYNE ISLAND IMPROVEMENT DISTRICT,"617,587"
"MAYNER, LINDA L","67,914"
MBC SUMMERLAND NURSERY LTD.,"1,447,398"
MC D'S ENTERPRISES LTD.,"62,654"
"MCALLISTER, JAYMAN EMERSON ARTHUR","51,294"
MCARTHUR MEDICAL SALES INC,"32,194"
MCCALL ENGINEERING LTD.,"1,073,317"
"MCCALLUM, JEFF","37,827"
MCCARTHY TETRAULT LLP,"625,933"
"MCCARTHY, THOMAS S","29,171"
MCCOLL FORESTRY LTD.,"397,000"
MCCONCHIE LAW CORPORATION,"143,474"
MCCONNAN BION O'CONNOR & PETERSON,"85,491"
MCCONNAN BION O'CONNOR & PETERSON LAW CORPORATION,"26,417"
MCDANIEL & ASSOCIATES CONSULTANTS LTD.,"393,225"
MCDONALD & ROSS CONST. LTD.,"198,647"
"MCDOUGALL, RUTH","56,469"
"MCDOWELL, ROBERT G","60,018"
MCELHANNEY ASSOCIATES LAND SURVEYING LTD.,"1,583,397"
MCELHANNEY CONSULTING SERVICES LTD.,"19,080,766"
MCELHANNEY GEOMATICS ENGINEERING LTD.,"25,200"
MCETHIER DEVELOPMENTS LTD.,"128,130"
MCEWEN VALUATION & FORENSIC INC.,"61,743"
"MCFADYEN, RENEE","25,178"
"MCFARLAND, FRANCIS JOSEPH","192,847"
"MCGINNIS, DOUGLAS GORDON","49,085"
MCGRATH CONTRACTING LTD.,"584,295"
MCKESSON DISTRIBUTION PARTNERS,"52,238"
MCKESSON PHARMACEUTICAL,"3,766,109"
MCLACHLAN BROWN ANDERSON,"66,755"
MCLAREN CONSULTING,"59,227"
MCLARTY WOLF,"71,843"
"MCLEAN & ARMSTRONG LLP, IN TRUST","100,000"
"MCLEAN, MARILYN KAY","52,074"
MCLEAN`S PRINCETON SEPTIC INC.,"42,937"
MCLEOD HAMP DEVELOPMENTS LTD.,"390,384"
MCLEOD LAKE INDIAN BAND,"97,812"
MCMASTER UNIVERSITY,"54,670"
MCMILLAN LLP,"311,268"
"MCNALLY, MICHELLE MARIE","42,281"
MCNEIL AND SONS LOGGING LIMITED,"118,359"
"MCNENEY, MARY–ANNE","38,447"
"MCNENEY, MIKE","42,853"
"MCPHEETERS, LAURA MARY","26,083"
MCPHERSON FUNERAL SERVICE LTD,"30,905"
MCPHERSON TRUCKING LTD.,"52,460"
MCTAVISH RESOURCE & MANAGEMENT CONSULTANTS LTD.,"25,988"
MEAD JOHNSON NUTRITION (CANADA) CO.,"397,686"
MEADOW GREEN FARMS LTD.,"59,125"
MEADOW VIEW LODGE HEALTH & WELLNESS,"72,802"
"MECHAM, BEAU","63,926"
"MECHAM, RONALD KEITH","29,054"
MEDCARE SUPPLIES LTD.,"79,812"
MEDI EXPRESS,"83,488"
MEDIA ONE MULTIMEDIA INC.,"159,433"
MEDIATE BC SOCIETY,"127,744"
MEDICAL MART SUPPLIES (WEST) LTD,"679,438"
MEDIX HOLDINGS LTD.,"192,305"
"MEDLINE CANADA, CORPORATION","337,158"
MEEK LOGGING LTD.,"98,773"
MEGA TECHNICAL HOLDINGS LTD.,"696,960"
MEIDINGER ECOLOGICAL CONSULTANTS LTD.,"30,498"
MEJORA CONSULTING INC.,"152,981"
MELCOR REIT LIMITED PARTNERSHIP,"75,671"
MELLROY CONTRACTING LTD.,"107,621"
MELTWATER NEWS CANADA INC.,"501,322"
"MENTIS TECHNOLOGY SOLUTIONS, LLC","50,000"
MERCER (CANADA) LIMITED,"179,531"
MERCK CANADA INC.,"112,046"
MERGER CONTRACTING LTD.,"162,455"
MERIDIAN FOREST SERVICES LTD.,"389,751"
MERIDIAN ONECAP CREDIT CORP.,"55,128"
MERIDIAN REHABILITATION CONSULTING INC.,"40,898"
MERTION EXCAVATING LTD.,"121,734"
METASPHERE CONSULTING INC.,"162,979"
METIS NATION BRITISH COLUMBIA,"229,705"
METRO MOTORS LTD.,"834,443"
METRO PARKING LTD.,"69,433"
METRO VANCOUVER,"783,245"
METRO VANCOUVER REGIONAL DISTRICT,"808,587"
METROTOWER II HOLDING LTD.,"594,233"
"MEYER ZU ERPEN & ASSOCIATES, INC.","55,225"
"MEYERS, LARRY","77,103"
MEZIADIN JUNCTION LIMITED PARTNERSHIP,"262,752"
MFR RESOLUTIONS CONSULTING CORP.,"97,264"
MICHAEL CULLEN GEOTECHNICAL LTD.,"195,653"
"MICHALUK, LINDA","56,526"
MICRO COM SYSTEMS LTD.,"26,709"
MICROSERVE BUSINESS COMPUTER SERVICES,"5,527,451"
MICROSOFT CANADA INC.,"804,168"
MICROSOFT CORPORATION,"2,245,619"
"MICROSOFT LICENSING, GP","338,290"
MICROSTRATEGY SERVICES CORP.,"91,608"
"MIDDELBURG, BERT ALEXANDER","77,072"
MIDWAY PURNEL SANITARY SUPPLY (PG) LTD.,"85,635"
MID–WEST EXCAVATING LTD.,"666,264"
MIERAU CONSTRUCTION LTD.,"65,726"
MIGHTON CONTRACTING LTD.,"118,577"
MIHIS SILVICULTURE CONTRACTING,"1,214,941"
"MIHIS, PETRU VIOREL & MIHIS, VASILE & MIHIS, VLADUT IONUC","219,633"
"MIHIS, VLADUT IONUC","34,976"
MIKE ANDREWS TRUCKING LTD.,"325,274"
MIKERRI FARMS LTD.,"34,440"
"MIKITUK, SPENCER","30,505"
MILE 28 FIRST NATIONS JV,"420,536"
MILESTONE PROPERTY SERVICES LTD.,"90,254"
"MILFORD, TODD M","35,459"
MILIEU CHILDREN & FAMILY SERVICES INC.,"113,294"
MILL BAY FIRE PROTECTION DISTRICT,"770,750"
"MILLARD, DAVID R","33,156"
MILLENNIA RESEARCH LIMITED,"130,443"
MILLENNIUM CITY MALLS INC.,"147,346"
MILLER CAPILANO HIGHWAY SERVICES LTD.,"4,433,954"
MILLER RANCHES LTD.,"2,399,129"
MILLER THOMSON LLP,"493,388"
"MILLER, GORDON D","129,360"
"MILLER, ROBIN J","52,293"
"MILLER, WAYNE D","28,623"
MILLS OFFICE PRODUCTIVITY,"131,383"
"MILLS, SIMON","26,775"
MIL–MIL PROPERTIES LTD.,"40,529"
MILTON'S MOVERS,"97,465"
MILWEST HOLDINGS LTD.,"70,853"
MIMOSA INTERNATIONAL LAW OFFICE,"44,127"
MINDSTRONG COMMUNICATIONS LTD.,"25,787"
MINISTER OF FINANCE OF BC,"1,136,565"
MINISTER OF FINANCE OF NEW BRUNSWICK,"491,600"
MINISTER OF FINANCE OF NOVA SCOTIA,"295,090"
MINISTER OF FINANCE OF ONTARIO,"2,711,578"
MINISTER OF FINANCE OF PRINCE EDWARD ISLAND,"72,803"
MINISTER OF FINANCE OF SASKATCHEWAN,"1,481,310"
MINORU VIEW HOMES LTD.,"224,593"
MIP INC.,"61,205"
MIRAX CAPITAL GROUP INC.,"51,233"
MISSION CONTRACTORS LTD.,"1,142,534"
MITACS INC.,"140,000"
MITCHELL PRESS LIMITED,"396,035"
"MITSUBISHI ESTATE CO., LTD.","247,661"
"MITSUBISHI MOTOR SALES OF CANADA, INC.","124,677"
MKK PROPERTY CORPORATION,"106,641"
MLA LTD DISBURSEMENT ACCOUNT,"103,759"
MNP LLP,"1,542,699"
MOBILE TRENDS,"28,093"
MOBILELINE SYSTEMS LTD.,"159,440"
MOBIUS CONSULTING LTD.,"31,318"
"MODAHL, ALFRED R","135,910"
MODUS PLANNING DESIGN & ENGAGEMENT INC.,"246,110"
"MOES, HARRY","90,082"
"MOLNAR, GERRY","46,465"
MOM'S FUNNY FARM LTD.,"121,402"
MONAGHAN ENGINEERING AND CONSULTING LTD.,"90,132"
MONASHEE HELICOPTERS LTD.,"155,194"
MONASHEE SURVEYING,"41,094"
MONITOR 24–7 INC,"72,369"
MONK OFFICE SUPPLY LTD.,"1,050,300"
MONOLITH HOLDINGS LTD.,"80,231"
MONSTER INDUSTRIES LTD.,"46,388"
MONTANE FOREST CONSULTANTS LTD.,"185,234"
MONTANE RESOURCE MANAGEMENT INC.,"667,443"
"MOODY'S ANALYTICS, INC.","75,463"
MOODY'S CANADA INC,"257,700"
MOORE CANADA CORPORATION,"341,188"
"MOORE, CRAIG L","718,780"
"MOORE, SHELLEY","25,500"
MORELLI CHERTKOW LLP,"401,480"
"MORGENSTERN, NORBERT R","28,097"
MORGUARD CORPORATION & MCC ONTARIO LIMITED,"49,150"
MORGUARD REIT,"33,376"
MORLET CONSULTANTS & ENTERPRISES INC.,"95,419"
"MORLEY, JANE B","114,738"
MORNEAU SHEPELL LTD.,"3,068,157"
"MORRIS, JOHN NORMAN","176,036"
MORRISON & ASSOCIATES,"33,170"
MORRISON HERSHFIELD LIMITED,"310,753"
"MORRISON, RONALD A","63,488"
MORRISSEY AGGREGATES LTD.,"109,047"
MORROW'S MOVING & STORAGE (1976) LTD.,"59,865"
"MORTON, HERBERT C","48,300"
MOSAIC INTERPRETATION SERVICES,"37,304"
MOSAIC TRANSLATION SERVICES,"277,346"
"MOTION INDUSTRIES (CANADA), INC.","165,692"
MOTT MACDONALD CANADA LIMITED,"827,614"
"MOULTON, MICHAEL BRUCE","49,222"
MOUNCE CONSTRUCTION LTD.,"42,458"
MOUNDHI FARM LTD.,"75,561"
MOUNT WASHINGTON RESORT ASSOCIATION,"35,631"
MOUNTAIN EAGLE SECURITY (2005) LTD.,"85,164"
MOUNTAIN EQUIPMENT CO–OPERATIVE,"30,061"
MOUNTAIN FIRE PROTECTION DISTRICT,"177,350"
MOUNTAIN PREMIER CONTRACTING & DEMOLITION LTD.,"93,818"
MOUNTAIN ROCK STABILIZATION SERVICES INC.,"460,139"
MOUNTAIN SIDE EARTHWORKS LTD.,"48,140"
MOUNTAIN SPIRIT RESORT & SPA HOSPITALITY INC.,"32,509"
MOUNTAIN THUNDER LOGGING LTD.,"51,293"
MOUNTAIN VIEW GROWERS INC.,"1,925,670"
MR. ROOTER PLUMBING OF KAMLOOPS,"29,456"
MRC TOTAL BUILD LIMITED PARTNERSHIP,"9,280,330"
MS DEVELOPMENTS INC.,"153,514"
MSA RESEARCH INC.,"48,120"
MT. IDA NURSERY LTD.,"510,450"
MT. SEYMOUR RESORTS LTD.,"493,540"
MTR UTILITY MAINTENANCE LTD.,"48,920"
MUD BAY DRILLING (2015) LTD.,"563,513"
"MUEHLEISEN, KATJA & SHEPPARD, DAVID WAYNE","74,067"
"MULLALY, GREG","54,180"
MULTILINGUAL COMMUNITY INTERPRETER SERVICES,"214,510"
"MUMFORD, RICHARD","41,874"
MUNICIPAL FINANCE AUTHORITY OF BRITISH COLUMBIA,"30,726"
MUNRO CENTRE LTD.,"138,317"
"MUNRO, DEAN REGINALD","29,489"
MURPHY BATTISTA LLP IN TRUST,"656,810"
MURRAY & ASSOCIATES LAND SURVEYORS,"35,943"
"MURRAY, PAMELA ANN","65,504"
MURRAY'S JANITORIAL SERVICES,"38,698"
MURRIN CONSTRUCTION LTD.,"29,209"
MUSQUEAM INDIAN BAND,"179,527"
MUSTANG HELICOPTERS INC,"2,679,723"
MUTSY HOLDINGS LTD.,"66,073"
MUTUAL FIRE INSURANCE COMPANY OF BRITISH COLUMBIA,"128,303"
MWG APPAREL CORP.,"55,057"
MY NEXT PROMO,"70,397"
MYOUTCOMES FOR MENTAL WELL BEING INC.,"190,382"
MYRA SYSTEMS CORP.,"95,327"
"MYSTERY RANCH, LTD.","58,114"
